0,1,2,3,4,target
0.5850004373609965,-0.23061373565482046,0.9968793354260621,1.6512365786872862,1.5750991218883104,1
0.1768350441375635,0.2803861650614762,-0.9514779587544766,1.723465340067103,-0.374689010298426,0
-1.2263465516310421,-1.6403473966466535,0.7589951913545772,0.8986484586849005,0.025968785839052155,0
-0.02309459019941107,0.6712716454000162,0.17782224620388443,-1.9700004554188741,-0.6732178541427337,0
0.35637516816545256,0.129103064469901,0.427478089801034,0.7439016768802931,0.6072533146559325,1
-0.27198369849774895,0.15860537235793265,-0.1557879497210365,1.5133362783557256,-0.6674986618216179,1
-0.1800437275597399,0.2821001656062345,0.018683498573413004,0.08079162972197933,-0.5807046238505211,0
0.34080466788255454,0.9605306321722973,0.4511949357000752,0.01631560168577677,-0.2812915322638838,1
0.986032449839455,2.5585834606396993,-0.3728491098757536,0.09682817740951716,-1.2301135901561566,0
-0.14788103571055583,0.5646787026120059,0.35162564600305146,-0.36624169747817953,-0.6966062272444529,0
-0.3946329947910526,0.5581410770598257,0.09943529933641088,-1.0249923138187629,-1.1871065079652123,1
-0.28133268042208914,1.1800250364641294,0.40505118034409926,0.4788187482130753,-1.5380572356255737,1
0.16185647469161224,-0.7730678061797298,-0.9849828741567219,1.8065162106620096,0.6935333810288677,1
-0.0904608631296705,0.9227991502650217,0.6264932399089937,0.2666727637833204,-0.8732388152011412,0
0.24072919587809538,1.3329426155722395,0.21576616500874102,-0.10622149384201134,-0.9251742486180896,0
-0.5222076713347402,-0.18299768358657087,0.6604344781044922,0.559577061510467,-0.3997461231556132,0
0.4027150360894909,0.22994412400915815,-1.742204791464592,-0.7578561960058762,-0.2606806318423692,0
-0.33966185831720047,0.11848733699586411,0.08193347355120956,-1.6722497745673186,-0.6433908505262194,1
0.05978831778982034,-0.11024963313155156,-1.1033320803235922,-0.7922983922041061,-0.21313676776316803,0
0.5720693578944013,0.01072660443814244,-2.408959751055267,-0.15556569452183558,-0.013371785116956969,0
-0.46468124237414965,-0.3753322890887488,0.08506185688901513,-0.8377094318949696,-0.32668369815408416,0
0.5270199053695965,2.0773928933832293,0.35601075648187075,0.5987390159931402,-1.188094135476474,0
0.6427055616417348,0.841321231137266,-1.469514310592852,1.180490877972961,-0.40791608055201023,0
-0.27354830374498335,-0.034972847708429455,-0.2986336919896266,-0.20902109965135976,-0.5220270171360228,0
-0.6281063763342614,-1.105309816514388,-0.2655321627500069,-1.8460482504440554,0.039073595724304355,0
0.06588719338330898,-0.02175045167548406,-1.006132185405677,-0.6302185531976071,-0.2586072288867346,0
0.08063589136911134,0.29098757081101323,-0.610198519590306,0.6526464071770783,-0.410081380923468,0
-0.17275068405385957,-0.7287368085475694,-0.9373250583010517,2.10367310306172,0.12292648648436877,0
0.37022148175190445,0.0779625796811485,0.1372331046493721,0.1989496964833095,0.571364680058138,1
-1.026140324559862,1.748447698859598,0.8719965717798082,0.0001866646349733769,-3.161853997644658,1
-0.11401446232777013,1.659933791047785,0.6086701763689468,-1.2744928824990227,-1.6918100734862047,1
0.6913959079409693,0.01910383229135748,1.237483713920171,0.297083451490835,1.578397552461721,1
0.019058207516731998,0.10123572768744354,0.9424984472285067,0.7526823152860572,0.2883615983300055,1
-0.8518572662514984,1.2288310003953635,-0.2343283403003119,-0.9851944027873477,-2.7609553533309006,1
-0.2373758993563836,0.6641614940045679,0.3078133928415787,-0.7219633271251292,-0.9629970302234658,1
0.16777431806041,-0.07093837307705675,0.4835806301021225,1.90329268772716,0.533047170013311,1
-0.8177610573420578,1.2003168678539322,0.0264821094597934,-0.3119870086480041,-2.5751135767456996,1
-0.16100491114781676,-0.48814581996670836,-0.2014116528023494,0.3788105294965933,0.17348351940308404,1
0.13575875766680018,-0.18428426819984645,0.45593665807528005,0.184810302489739,0.589413675406838,1
0.7318430798086002,1.4050892876038752,-1.097862029776989,-0.019468699077097074,-0.7115746010874344,0
-0.36601656125389503,1.6076384312982548,0.5815471801776451,-0.5124052146241178,-2.0559567004244235,1
-0.14428735344916233,1.4776718788946432,0.7950284174963091,-0.9082061822885704,-1.4777217439138424,1
-0.8424689954757949,1.6004641898163492,0.426307932559957,-0.5690273622751935,-2.8807769168910617,1
0.005779496963029485,0.7711904003499346,0.05491436921314852,1.013455821741101,-0.7786832540107127,0
-0.3342314569844502,-1.4212512687356977,-1.6589778636072232,0.8074447180083516,0.3093389139242054,0
-0.8754963545561706,0.8882783156143592,0.09338622538012009,0.7903785250428523,-2.3154635187705486,1
0.19417731292511575,0.19859975743341235,0.2282963205172231,0.33869836883918525,0.19450461724290335,1
0.706587801203876,1.724836282039765,-0.5117276630191403,1.3907324875915426,-0.8618643197128825,0
-0.37360955968476595,-0.18041902720297476,0.48761728669435583,1.1936448655732277,-0.22822600784557884,1
0.25584515791774465,-0.32465040515371346,-1.9073741619364581,-1.5613523357772998,0.019432017307690286,0
-0.7809209066703965,0.35025699207565764,1.8901217633910155,1.2083478175735631,-0.9042338288786602,0
-0.7799469711291303,0.6352243569396904,-0.08680124767625774,0.8266415353898965,-1.9645457756279843,1
0.10021372815663056,-0.18841439107670266,-0.1001192120300558,-0.561782494830015,0.3215476796454493,1
0.7389313695416899,1.8502502280497695,-0.6080539458652339,-1.2975096399822306,-0.9782006701310115,0
-0.04390204918762464,-0.6438488763069621,-1.4456021929528022,-0.03151232442302292,0.04660872336357502,0
0.5321786492313866,0.03938112066379568,0.2747342616671269,0.18151333150755436,0.927480920873498,1
0.1001716901346058,0.5417588653630059,1.186723981231954,-0.4924903908336654,0.051848563111053125,1
-0.059525698115350856,0.11857645863303612,-0.44474568253039515,2.1640073739123564,-0.39255303226207894,0
-0.7008483686540654,-0.15632657288698615,-0.1410727724699783,0.2482739329114458,-1.0266414187389512,1
